index;question;document;old_topic;new_topic;similarity;reassigned;stage
6247;Aku bingung, apa sih arti kebebasan itu sebenarnya?;arti bebas bebas diri sendiri ikat harap bukan arti peduli pilih jalan sesuai nilai turut bebas bebas;-1;-1;0.61071473;FALSE;rejected
6251;Kenapa aku selalu merasa takut mengingat masa kecilku yang penuh konflik?;takut ingat masa kecil penuh konflik kenang masa kecil sulit takut sudut kenang kartu hidup pilih kendali kecil laku damai masa meditasi temen dekat;-1;4;0.7159378;TRUE;medium
6253;Aku ingin memperbaiki hubungan dengan keluargaku, tapi takut mereka nggak berubah, apa yang harus aku lakukan?;keluarga takut ubah laku berani ingat ubah ubah dekat laku tulus habis sekadar dengar ubah bukan gagal penting usaha tenang;-1;10;0.7817512;TRUE;high
6254;Aku merasa bersalah karena nggak bisa bikin orang tuaku senang, apa aku egois?;salah senang egois egois bahagia bukan tugas sendiri bahagia autentik bahagia tunjuk peduli;-1;0;0.6917007;TRUE;medium
6259;Aku merasa masa laluku bikin aku sulit percaya sama orang, apa yang bisa aku lakukan?;masa sulit percaya laku masa ragu kuat ubah pandang masa sulit percaya percaya kecil ringan awal percaya;-1;0;0.6995399;TRUE;medium
6260;Aku merasa bersalah kalau nggak bisa bikin semua orang senang, apa itu normal?;salah senang ingat bahagia bukan peduli dukung pilih bahagia laku meditasi ringan;-1;0;0.66614556;TRUE;medium
6261;Aku takut kalau usahaku memperbaiki hubungan nggak dihargai, apa aku harus tetap mencoba?;takut usaha harga tetap takut usaha tunjuk berani laku tulus ungkap jujur sekadar harga bukan cermin diri penting usaha kuat;-1;0;0.66551733;TRUE;medium
6263;Aku merasa terjebak dalam hubungan yang nggak sehat, tapi nggak tahu cara keluar, apa saranmu?;jebak sehat tahu keluar saran berat kuat tugas laku tetap batas dukung teman kecil jalan keluar;-1;4;0.7070047;TRUE;medium
6264;Aku merasa nggak bisa lepas dari kenangan buruk, apa yang bisa aku lakukan?;lepas kenang laku kenang berat pilih kendali luang positif laku jalan jalan temen perlahan damai masa;-1;2;0.76258564;TRUE;high
6271;Aku merasa dunia ini cuma tentang aku dan masalahku. Apa ini bikin aku jadi orang yang egois?;egois perlu salah sendiri berat sekal perhati dengerin temen kecil luas pelan pelan ringan;-1;0;0.76315355;TRUE;high
6272;Aku pengen lebih peduli sama orang lain, tapi kok rasanya susah. Gimana caranya?;peduli susah keren peduli kecil perlu langsung pahlawan kabar temen dengerin sederhana penting laku tulus bukan lama lama peduli alami bahagia;-1;0;0.7629308;TRUE;high
6273;Kadang aku ngerasa orang lain cuma bikin hidupku tambah susah. Apa bener semua masalah itu dari hubungan sama orang lain?;ngerasa hidup tambah susah hehe pusing datang muncul sendiri sempat bukan beban konflik diri sendiri sumber kuat bukan;-1;0;0.80334675;TRUE;high
6276;Kenapa aku sering merasa kecewa kalau orang lain nggak memenuhi harapanku?;kecewa penuh harap kecewa harap ngasih lupa butuh batas ubah mikirin laku kurang kecewa;-1;0;0.7864877;TRUE;high
6277;Aku merasa nggak nyaman kalau nggak jadi pusat perhatian. Gimana cara ngatasin ini?;nyaman pusat perhati ngatasin perhati pusat sepi diri bukan pusat kecil dengerin temen minta balas nyaman diri sendiri;-1;0;0.7267922;TRUE;medium
6278;Aku susah ngerasa punya tempat di kelompok atau komunitas. Apa yang bisa aku lakukan?;susah ngerasa tempat kelompok laku tempat penting datang kecil kontribusi proyek bareng temen butuh didenger beri terima peran;-1;0;0.65605927;TRUE;medium
6280;Aku merasa dunia ini keras dan nggak adil. Gimana caranya aku nggak terus-terusan merasa begini?;adil terus terus begini berat ketidakadilan hilang momen ubah kecil tempat kontribusi kecil laku sisi positif;-1;-1;0.5636183;FALSE;rejected
6281;Aku takut kehilangan temen kalau aku nggak selalu ngasih apa yang mereka mau. Apa yang harus aku lakukan?;takut hilang temen ngasih laku keren peduli temenmu sehat ngasih minta arah ngasih ngasih takut hilang jujur rasain deket saling;-1;0;0.7113152;TRUE;medium
6282;Aku merasa nggak cukup baik kalau nggak jadi yang terbaik di kelompokku. Gimana caranya aku lepas dari perasaan ini?;cukup kelompok lepas perlu cukup udah nilai diri sendiri nikmat kelompok situ ketawa udah kontribusi harga diri perlu banding bandingin;-1;0;0.7186122;TRUE;medium
6283;Aku bingung, kenapa aku harus peduli sama komunitas besar, kayak lingkungan atau dunia?;peduli jauh kecil jaga tetangga kontribusi ngerasa hidup penuh makna;-1;-1;0.6250647;FALSE;rejected
6285;Aku sering merasa orang lain nggak ngerti aku. Gimana caranya biar aku nggak kesepian?;sepi sepi berat butuh diri jujur dengerin nunjukin perhati balik perhati kecil kabar temen hangat;-1;0;0.72090805;TRUE;medium
6287;Aku merasa dunia ini cuma tentang aku. Tapi kenapa aku malah merasa kosong?;malah kosong isolasi hidup laku temen giat bareng kosong perlahan hilang;-1;0;0.658232;TRUE;medium
6288;Aku susah nerima kalau aku bukan pusat dunia. Gimana caranya aku belajar nerima ini?;susah nerima bukan pusat nerima nerima bukan pusat gampang sederhana perhatiin laku balas ucapin terima lama lama ngerasa nyaman;-1;0;0.74601865;TRUE;medium
6294;Aku merasa hubunganku sama temen atau keluarga nggak sehat, kayak ada yang nggak seimbang. Gimana caranya bikin hubungan yang lebih baik?;temen keluarga sehat imbang imbang jebak pola vertikal dominasi horizontal saling harga individu tara dengar hakim jangan takut jujur;-1;10;0.7202363;TRUE;medium
6301;Aku sering ngerasa orang lain nggak ngerti aku, dan itu bikin aku kesepian. Apa yang bisa aku ubah?;ngerasa sepi ubah sepi muncul tara saling diri percaya jangan takut pertama pintu koneksi;-1;0;0.7063383;TRUE;medium
6309;Aku pengen banget merasa berarti, tapi caranya gimana ya?;arti kecil temen tugas sederhana sekadar senyum kontribusi makna;-1;-1;0.5770896;FALSE;rejected
6312;Apa sih yang bikin kita bisa nerima diri sendiri apa adanya?;nerima diri sendiri peran kecil mudah terima diri inget momen senyum bukti harga;-1;0;0.6947055;TRUE;medium
6322;Aku susah banget nerima orang lain apa adanya. Aku selalu punya ekspektasi tinggi. Gimana caranya berubah?;susah nerima ekspektasi tinggi ubah ekspektasi tinggi lupa harga kecil perhati sifat positif banding ideal temenmu lupa janji ingat momen ketawa lama lama mudah terima bareng;-1;0;0.7532717;TRUE;high
6324;Aku merasa hubunganku sama temen-temen kok kayak ada jarak. Aku nggak tahu apa aku salah memperlakukan mereka?;temen temen jarak tahu salah laku pandang laku jarak tinggi rendah tara temen nilai santai salah temenmu dekat;-1;0;0.667136;TRUE;medium
6325;Di tempat kerja, aku takut banget buat ngomong jujur ke atasan. Aku khawatir dianggap nggak sopan. Gimana caranya biar aku lebih percaya diri?;tempat kerja takut ngomong jujur khawatir anggap sopan percaya diri ngomong jujur gampang tahu sopan justru tunjuk lembut saran kecil percaya diri situasi kantor omongin susun kata kata;-1;-1;0.6138929;FALSE;rejected
6326;Aku sering ngerasa bersalah kalau nggak nurut sama perintah atasan, meskipun aku tahu itu nggak bener. Apa yang harus aku lakukan?;ngerasa salah nurut perintah tahu laku salah ingat nilai situasi perintah sesuai usul sopan begini tetap hormat tunjuk ngomong depan cermin;-1;11;0.66642684;TRUE;medium
6327;Aku pengen punya hubungan yang lebih dekat sama orang-orang, tapi aku takut mereka nggak nerima aku. Gimana caranya biar aku berani?;dekat takut nerima berani takut tolak tahu dekat kecil berani nyaman ringan film favorit respons positif percaya diri butuh dorong siapa dekat duluan;-1;0;0.70559597;TRUE;medium
6333;Aku ngerasa susah buat nerima kritik dari orang lain tanpa merasa diserang. Gimana caranya biar aku lebih terbuka?;ngerasa susah nerima kritik serang terima kritik emang gampang serang kritik saran tumbuh bukan nilai diri ngomong hati ingat tetap harga kritik kritik nyaman sudut;-1;0;0.716969;TRUE;medium
6343;Kalau aku nggak sempurna, apakah aku masih bisa diterima orang lain?;sempurna terima sempurna tulus terima penting terima diri sendiri masuk kurang nyaman;-1;22;0.7381073;TRUE;medium
6344;Aku kadang merasa kesepian, meskipun ada orang di sekitarku. Kenapa ya?;sepi sepi diri rasain laku makna;-1;0;0.6804987;TRUE;medium
6349;Aku merasa kepasrahan itu kok terdengar suram ya? Kayak nggak ada harapan gitu.;pasrah dengar suram harap paham pasrah berat pasrah positif paksa harap realistis justru hati ringan suram;-1;0;0.70995456;TRUE;medium
6350;Apa bedanya sih antara percaya sama yakin ke orang lain?;percaya yakin percaya syarat bank ngasih pinjam jamin yakin pilih percaya perlu bukti syarat berani hati sendiri condong;-1;-1;0.52071464;FALSE;rejected
6352;Aku pernah disakiti orang yang aku percaya banget. Sekarang susah buat percaya lagi. Gimana caranya?;sakit percaya susah percaya alam hati hati terima diri masuk luka hati perlu buru buru percaya kecil percaya;-1;0;0.7233371;TRUE;medium
6353;Kalau aku terus percaya sama orang yang nyakitin aku, bukannya aku bodoh?;terus percaya nyakitin bukan bodoh bodoh terus percaya sakit kuat tetap hati percaya diri sakit terus tetap yakin lindung diri batas sehat rasain;-1;0;0.7152158;TRUE;medium
6355;Aku takut orang lain cuma lihat aku sebagai musuh. Gimana caranya nggak gitu?;takut musuh takut muncul terlalu nyari bukti terima diri cukup teman juang bukan musuh interaksi kecil senyum sapa ngerasa musuh;-1;0;0.6707885;TRUE;medium
6356;Aku pengen merasa nyaman di lingkunganku, tapi susah banget. Apa yang salah?;nyaman susah salah nyaman diri perlu terima diri hati percaya cukup kecil ringan ngerasa nyaman;-1;0;0.7341281;TRUE;medium
6357;Berkontribusi buat orang lain itu apa sih maksudnya?;kontribusi kontribusi ngasih manfaat kecil temen dengerin sekadar senyum nyaman tempat lakuin;-1;-1;0.5854937;FALSE;rejected
6358;Kalau aku udah terima diri sendiri dan percaya sama orang lain, apa yang bakal berubah?;udah terima diri sendiri percaya ubah keren teman juang bukan ancam tulus nyaman ubah hidup;-1;0;0.7404525;TRUE;medium
6360;Aku pengen hubungan yang lebih baik sama orang lain, tapi takut disakiti lagi. Apa yang harus aku lakuin?;takut sakit lakuin takut udah sakit nerima diri harga percaya jaga batas harga deketin;-1;0;0.8216915;TRUE;high
6361;Kenapa aku selalu curiga orang lain bakal nyakitin aku?;curiga nyakitin curiga muncul terlalu nyari diri terima cukup diri teman bukan ancam kecil santai curiga;-1;11;0.6511779;TRUE;medium
6363;Aku pengen jadi orang yang lebih terbuka, tapi takut kelihatan lemah. Gimana caranya?;takut lemah lemah justru berani nerima diri masuk takut hati kecil percaya nyaman takut lemah;-1;0;0.6764278;TRUE;medium
6365;Tapi kalau aku bantu orang lain, bukannya aku cuma cari kepuasan buat diriku sendiri? Itu munafik, kan?;bukan puas diri sendiri munafik munafik niat teman bukan musuh alami bukan pura pura salah bahagia senang;-1;22;0.6729421;TRUE;medium
6367;Aku sering merasa orang lain nggak menghargai apa yang aku lakukan. Buat apa capek-capek bantu?;harga laku capek capek sisi bukan terima tunjuk peduli ubah suasana bahkan harga tetap bangga udah;-1;0;0.7095196;TRUE;medium
6368;Aku takut kalau terlalu percaya sama orang lain, nanti aku dimanfaatkan. Gimana caranya percaya tanpa takut?;takut terlalu percaya manfaat percaya takut takut manfaat manusiawi curiga nyaman percaya harga percaya anggap teman bukan musuh rileks;-1;0;0.694041;TRUE;medium
6371;Aku merasa dunia ini penuh orang yang nggak adil. Semua orang kayaknya cuma bikin aku rugi. Apa aku salah lihat?;penuh adil rugi salah gampang jebak mikir jahat kesal perhati kesal malah dukung imbang;-1;22;0.73487055;TRUE;medium
6372;Aku punya temen yang gagap, dan dia sering takut diejek. Gimana aku bisa bantu dia?;temen gagap takut ejek bagus peduli temenmu tunjuk judge dengerin bicara buru buru nyaman percaya diri ingat tertawa peduli;-1;11;0.7467647;TRUE;medium
6375;Aku pengen berubah, tapi rasanya susah banget. Apa aku bisa berubah?;ubah susah ubah ubah gampang udah niat kecil terima diri ingat batas usia ubah penting terus lang;-1;0;0.69474095;TRUE;medium
6377;Aku merasa sendirian, kayak nggak ada yang ngerti aku. Apa yang bisa aku lakukan?;sendiri laku sendiri diri percaya sekadar ringan laku kecil sendiri;-1;0;0.74090904;TRUE;medium
6385;Aku ngerasa hidupku cuma soal kerja, kerja, kerja. Gimana caranya biar aku nggak terjebak gitu?;ngerasa hidup kerja kerja kerja jebak ngerasa habis hidup kerja emang lupa penting keluarga temen kecil luangin sayang jalan jalan santai ngerasa hidup;-1;15;0.7269013;TRUE;medium
6387;Aku pengen ngerasa berguna, tapi nggak tahu caranya. Apa yang bisa aku lakukan?;ngerasa tahu laku ngerasa kecil dengerin temen curhat senyumin asing arti kecil laku diperhatiin situ ngerasa;-1;-1;0.567936;FALSE;rejected
6389;Aku ngerasa hidupku nggak harmonis. Apa yang bisa aku ubah?;ngerasa hidup harmonis ubah hidup harmonis terlalu condong aspek kerja sampe lupa ngerasa kosong kurang keluarga temen diri sendiri kecil luangin sayang lakuin udah lama tinggal hidup imbang;-1;15;0.72950923;TRUE;medium
6396;Kenapa sih aku merasa nggak cukup kalau cuma jadi orang biasa? Aku takut hidupku nggak berarti.;cukup takut hidup arti takut datang banding diri standar padahal bukan arti gagal arti justru terima diri berani jalan hidup bahagia turut arti;-1;0;0.69198453;TRUE;medium
6405;Aku pengen orang lain notice aku, tapi aku nggak mau kelihatan desperate. Gimana caranya?;notice desperate notice usaha tricky lakuin entah kerja laku tulus notice paksa paling percaya diri lakuin;-1;0;0.7364937;TRUE;medium
6407;Aku merasa orang tua aku pengen aku jadi orang lain, bukan diri aku sendiri. Aku harus ngapain?;bukan diri sendiri berat terima impi pelan pelan butuh penting tetap setia diri sendiri sempat;-1;0;0.75434184;TRUE;high
6408;Aku takut hidupku nggak akan ninggalin jejak apa-apa. Apa aku terlalu dramatis?;takut hidup ninggalin jejak terlalu dramatis dramatis pikirin ninggalin jejak kecil senyum inspirasi kecil lakuin senang jejak;-1;0;0.8033516;TRUE;high
6409;Aku merasa manusia itu susah banget berubah. Apa bener sih kita bisa berubah?;manusia susah ubah ubah mampu ubah penting kecil percaya asal yakin diri sendiri ragu ubah;-1;0;0.6908934;TRUE;medium
6410;Tapi kenapa ya, banyak orang pengen berubah tapi nggak bisa? Apa karena mereka nggak cukup kuat?;ubah cukup kuat bukan kuat jebak pandang masa alas padahal penting tuju stuck;-1;0;0.72277975;TRUE;medium
6411;Aku punya temen yang kayak terkunci di kamarnya, nggak mau keluar. Dia bilang pengen berubah, tapi nggak bisa. Apa yang salah sama dia?;temen kunci kamar keluar ubah salah salah temenmu cemas takut nyaman tetap situasi laku dengar dukung kecil takut keluar;-1;11;0.6679673;TRUE;medium
6414;Aku bingung, kalau nggak ada alasan dari masa lalu, kenapa kita bisa stuck kayak gini?;alas masa stuck stuck masa tuju temenmu keluar kamar luar nyaman;-1;-1;0.5678246;FALSE;rejected
6422;Aku pengen bantu temenku, tapi aku bingung mulai dari mana. Ada saran?;temenku saran keren temenmu dengerin judgement rasain kecil jalan bareng deket udah takutin;-1;11;0.706143;TRUE;medium
6425;Aku sering khawatir tentang masa depan. Gimana caranya berhenti memikirkannya?;khawatir masa depan henti khawatir bayang sedang diri panggung lampu sorot nyala terang momen depan kecil laku tenang;-1;-1;0.62893987;FALSE;rejected
6432;Aku merasa hidupku cuma berputar di tempat. Gimana caranya keluar dari situasi ini?;hidup putar tempat keluar situasi berat hidup jalan bukan tuju kecil percaya;-1;0;0.7550339;TRUE;high
6434;Aku merasa kesepian, meski ada orang di sekitarku. Apa yang bisa kulakukan?;sepi laku sepi laku diri sendiri laku kecil pintu koneksi;-1;0;0.7161665;TRUE;medium
6440;Aku sering kepikiran masa lalu, itu bikin aku stuck. Gimana caranya lepas?;masa stuck lepas masa sorot bayangin hidup panggung lampu sorot momen masa masa depan bayang nyata jalan;-1;-1;0.5664669;FALSE;rejected
6444;Aku pengen bebas, tapi takut kehilangan arah. Gimana caranya?;bebas takut hilang arah bebas takut bintang tuntun ngasih arah kontribusi lakuin kecil hidup bebas tetap tuju;-1;0;0.68657005;TRUE;medium
6446;Aku nyesel banget sama masa lalu, andai aku tahu ini dari dulu. Apa yang bisa kulakukan sekarang?;masa andai tahu laku jangan biarin masa terus kepala momen kecil syukur depan masa bukan beban;-1;0;0.756353;TRUE;high
6447;Aku merasa nggak punya kekuatan buat hadapi hidup, apa aku lemah?;kuat hadap hidup lemah lemah justru kuat kuat mampu milih ubah selang kecil ubah betapa kuat diri;-1;-1;0.636006;FALSE;rejected
6449;Kenapa aku selalu takut nggak disukai orang lain?;takut penting diri sendiri harga nilai nilai pegang berani diri sendiri tepat harga;-1;0;0.6852992;TRUE;medium
6453;Aku sering merasa nggak cukup dibandingkan orang lain, apa yang bisa aku lakuin?;cukup banding lakuin banding lupa diri sendiri bakat alam jurnal bangga diri sendiri kecil perlu cukup;-1;0;0.746163;TRUE;medium
6454;Aku susah banget buat deket sama orang lain, apa yang salah?;susah deket salah mudah dengar tulus takut hakim diri kecil berani saling;-1;11;0.86615336;TRUE;high
6470;Aku pengen banget jadi orang yang supel kayak temenku. Apa aku bisa berubah jadi kayak dia?;supel temenku ubah ubah bukan arti sendiri supel kecil senyum obrol penting paham ubah lang situ;-1;-1;0.6402469;FALSE;rejected
6471;Tapi aku nggak tahu caranya menyayangi diri sendiri. Gimana dong?;tahu sayang diri sendiri sayang diri sendiri terima diri masuk kurang harga laku kecil senang jurnal kecil diri sendiri penting;-1;0;0.73981726;TRUE;medium
6476;Aku pengen hidup lebih bebas, nggak terikat sama apa yang orang pikir. Mungkinkah?;hidup bebas ikat hidup bebas arti pilih penting bukan harap bahagia kecil arah tuju berani diri sendiri kunci;-1;0;0.67842585;TRUE;medium
6481;Kamu bilang menerima diri sendiri, tapi aku nggak tahu caranya. Aku merasa aku harus berubah total biar bisa bahagia. Apa aku salah?;terima diri sendiri tahu ubah total bahagia salah salah terlalu diri ubah bukan arti buang diri kecil depan laku;-1;0;0.77332103;TRUE;high
6485;Kamu bilang dunia penuh ketidakadilan, tapi kenapa aku harus terima kalau hidupku susah? Aku pengen kehidupan yang lebih baik!;penuh ketidakadilan terima hidup susah hidup dengar hidup terima bukan arti serah beri ruang ubah kecil turut hidup kerjain;-1;15;0.6620826;TRUE;medium
6489;Aku nggak yakin aku bisa pilih gaya hidup baru. Aku nggak tahu caranya mulai dari mana. Kamu punya saran?;yakin pilih gaya hidup tahu saran paham berat sederhana syukur sudut positif daftar bareng turut pertama;-1;5;0.66412354;TRUE;medium
6491;Aku merasa nggak punya kendali atas hidupku. Semua kayaknya udah ditentuin dari aku lahir. Gimana aku bisa merasa punya kuasa atas hidupku sendiri?;kendali hidup udah ditentuin lahir kuasa hidup sendiri dengar jebak berat kuasa pilih tanggap kecil kendali respons kecil ubah;-1;-1;0.6391135;FALSE;rejected
6492;Aku nggak suka sama masa laluku. Kalau bisa, aku pengen lahir lagi jadi orang lain. Apa aku salah mikir gitu?;masa lahir salah mikir salah tunjuk masa ubah ubah masa depan bayang tuju kecil capai sana bareng;-1;-1;0.6202744;FALSE;rejected
6493;Aku merasa sulit untuk berubah, meskipun aku ingin jadi lebih baik. Apa yang salah denganku?;sulit ubah salah salah nyaman hidup sepenuh bahagia takut ubah percaya kuat pilih kapan kecil ubah;-1;0;0.74367124;TRUE;medium
6494;Kenapa aku selalu merasa nggak bahagia, padahal aku ingin berubah?;bahagia padahal ubah sedang pilih tahan kenal ubah takut berani lang arah kunci diri sendiri ragu dengerin;-1;0;0.7976438;TRUE;high
6504;Kenapa aku selalu merasa nggak cukup baik dibandingkan orang lain?;cukup banding berat sedang banding diri sempurna realistis kurang sisi sisi diri diri sendiri kecil keren ngingetin udah cukup harga;-1;-1;0.6000537;FALSE;rejected
6505;Aku takut banget kalau sampai ditolak orang lain. Gimana caranya aku nggak takut gitu?;takut tolak takut takut tolak cemas tahu tolak arti harga arti situasi tepat tolak sempat bukan akhir segala takut sapa senyum kecil berani dukung;-1;0;0.80144143;TRUE;high
6506;Aku merasa kesepian, meskipun ada banyak orang di sekitarku. Apa yang salah sama aku?;sepi salah salah sepi bukan diri personal temen dekat kabar dengar butuh kecil arah sana ubah nemenin;-1;0;0.7837113;TRUE;high
6508;Aku takut masuk ke hubungan sama orang lain karena aku nggak mau disakiti. Apa yang harus aku lakukan?;takut masuk sakit laku paham takut rentan situ bahagia terlalu risiko ringan temen percaya pelan pelan ingat nyakitin kuat bangkit dukung;-1;0;0.8353442;TRUE;high
6511;Aku takut kalau orang lain tahu kekuranganku, mereka bakal ninggalin aku. Gimana caranya aku nggak takut gitu?;takut tahu kurang ninggalin takut takut kurang peduli ninggalin kurang justru kurang manusiawi kurang temen dekat percaya reaksi malah harga jujur dukung;-1;0;0.7276392;TRUE;medium
6516;Aku merasa pendiam dan nggak menarik, makanya susah punya temen. Apa ini salahku?;diam makanya susah temen salah salah sifat diam diri unik harga dengar diri kecil sempurna penting saling harga;-1;0;0.73787993;TRUE;medium
6518;Aku merasa pendiam dan nggak menarik, makanya susah punya temen. Apa ini salahku?;diam makanya susah temen salah salah sifat diam diri unik harga dengar diri kecil sempurna penting saling harga;-1;0;0.73787993;TRUE;medium
6528;Aku merasa nggak bisa sukses karena aku nggak punya pendidikan tinggi. Apa yang harus aku lakukan?;sukses didik tinggi laku sukses gelar penting hadap situasi takut lang khawatir gagal justru kecil depan peluang ubah kecil;-1;-1;0.58773124;FALSE;rejected
6531;Aku sering banget ngerasa nggak cukup dibandingkan orang lain. Apa ini normal?;ngerasa cukup banding muncul banding diri sedang diri sudut adil kurang kuat daftar syukur diri;-1;0;0.7911676;TRUE;high
6533;Aku suka ngerasa orang lain nggak ngerti aku. Apa yang salah sama aku?;ngerasa salah salah erti usaha tunjuk sisi spesial malah sudut;-1;0;0.66671765;TRUE;medium
6534;Kenapa aku suka banget cerita tentang masa laluku yang susah?;masa susah paham tunjuk kuat lewat masa sulit tahu terlalu malah jebak masa semangat masa excited;-1;0;0.84116334;TRUE;high
6539;Aku ngerasa nggak punya apa-apa dibandingkan temenku. Gimana ngatasinnya?;ngerasa banding temenku ngatasinnya berat sisi temenmu sifat alam unik daftar diri peduli;-1;0;0.6835129;TRUE;medium
6542;Aku merasa orang lain lebih sukses karena pendidikan mereka. Apa aku ketinggalan?;sukses didik tinggal tinggal sukses didik laku sukses didik tinggi berani skill peluang kejar;-1;-1;0.5379027;FALSE;rejected
6544;Aku sering banget menilai orang lain buruk, apa aku orang yang jahat?;nilai jahat bukan arti jahat sedang jebak pola cepat nilai kurang insecure diri terima pelan pelan paham sudut pandang;-1;0;0.7323279;TRUE;medium
6547;Aku merasa hidupku nggak pernah cukup dibandingkan orang lain, apa yang harus aku lakukan?;hidup cukup banding laku muncul banding diri padahal jalan hidup unik daftar diri capai kecil harga diri sendiri terus terus banding;-1;0;0.7280503;TRUE;medium
6552;Aku merasa hidupku kayak mimpi buruk, apa aku salah jalan?;hidup mimpi salah jalan jalan salah hidup mimpi ubah renung jebak situ lang arah pelan pelan;-1;16;0.8060545;TRUE;high
6553;Kenapa aku merasa Tuhan kasih masalah besar banget, kayak nggak kuat gitu?;tuhan kuat tuhan mampu berat kuat diri percaya jalan keluar;-1;-1;0.51896065;FALSE;rejected
6555;Aku merasa nggak bisa jadi diri sendiri karena selalu membandingkan diri dengan orang lain, apa yang harus aku lakukan?;diri sendiri banding diri laku banding diri jendela kotor lupa indah diri sendiri kenal diri hidup jurnal pelan pelan versi diri perlu banding siapa;-1;0;0.74858314;TRUE;medium
6556;Kenapa aku merasa hidup ini nggak adil, orang lain kok kayaknya lebih mudah?;hidup adil mudah hidup adil tahu lengkap tantang ketidakadilan kendali hidup kecil rapi kecil ubah;-1;-1;0.5874711;FALSE;rejected
6562;Kenapa aku ngerasa nggak pernah cukup baik, meski udah usaha keras?;ngerasa cukup udah usaha terlalu diri sendiri lupa ngeliat progress udah capai bangga usaha akhir akhir;-1;0;0.76451516;TRUE;high
6563;Aku ngerasa hidup ini nggak adil, kenapa aku yang selalu kena masalah?;ngerasa hidup adil kena hidup berat balik bijak momen tumbuh;-1;0;0.73121893;TRUE;medium
6568;Aku ngerasa ibuku lebih peduli daripada siapa pun, tapi kenapa aku malah cuek?;ngerasa peduli siapa malah cuek hati sayang luangin peluk hangat kapan akhir;-1;0;0.65174675;TRUE;medium
6571;Aku ngerasa hidupku penuh kesalahan, apa aku bisa mulai lagi dari awal?;ngerasa hidup penuh salah awal sempat pilih kecil ubah sabar atur ubah;-1;0;0.7976647;TRUE;high
6572;Aku ngerasa nggak layak dapat kebaikan dari orang lain, kenapa gitu ya?;ngerasa layak terlalu kurang lupa inget terima bukti layak momen;-1;0;0.7246306;TRUE;medium
6574;Aku ngerasa hidup ini kayak ujian terus, kapan aku bisa tenang?;ngerasa hidup terus kapan tenang capek tenang ciptain sendiri luangin rileks meditasi jalan jalan tenang;-1;2;0.7570201;TRUE;high
6575;Aku ngerasa orang lain lebih sukses, apa aku ketinggalan jauh?;ngerasa sukses tinggal jauh enggak jalur masing masing bandingin diri capek tuju kecil capai turut;-1;0;0.790751;TRUE;high
6576;Aku ngerasa hidupku nggak berarti kalau nggak sukses, apa itu salah?;ngerasa hidup arti sukses salah enggak salah sukses capai hidup arti ngerasa kecil arti;-1;0;0.7855277;TRUE;high
6578;Kenapa aku selalu merasa hidupku nggak sebahagia orang lain?;hidup bahagia sedang banding hidup hidup bahagia rumput tetangga hijau kecil syukur nikmat udara segar temen peduli indah hidup sendiri;-1;-1;0.5474551;FALSE;rejected
6586;Kenapa aku susah banget nggak membandingkan diri dengan orang lain?;susah banding diri banding diri susah henti perhati diri sendiri capai jurnal bangga diri lama lama jalan sendiri;-1;0;0.7243471;TRUE;medium
6595;Aku ngerasa hancur banget setelah ditolak orang yang aku suka. Apa yang salah sama aku?;ngerasa hancur tolak salah aduh tolak sakit bukan arti salah alas sendiri nilai diri sempat kenal diri sendiri istimewa terus peluk diri sendiri laku nonton film favorit jalan jalan harga;-1;0;0.78138596;TRUE;high
6596;Kenapa aku selalu ngerasa apa yang aku harapkan pasti bakal terjadi, terus kecewa kalau nggak kesampaian?;ngerasa harap terus kecewa lupa ngontrol segala harap bagus terlalu yakin nyetting diri kecewa pasrah hasil tetap usaha nunggu hasil diri sendiri udah hasil hati ringan;-1;0;0.77959394;TRUE;high
6597;Aku ngerasa sombong kalau merasa bisa ngatur hidupku sendiri. Gimana caranya biar lebih rendah hati?;ngerasa sombong ngatur hidup sendiri rendah hati keren rendah hati ngakuin luar kendali biasain refleksi syukur nyata hidup kolaborasi tuhan lama lama santai nerima;-1;0;0.65168154;TRUE;medium
6598;Aku susah banget nerima masa laluku. Aku pengen orang lain ngerti, tapi aku sendiri masih kesel sama diri sendiri. Apa yang harus aku lakuin?;susah nerima masa sendiri kesel diri sendiri lakuin udah pertama peluk diri sendiri beneran taruh tangan dada usaha cukup masa ubah damai kesel terus berat percaya bahkan jurnal nerima diri;-1;0;0.8025925;TRUE;high
6601;Aku pengen orang-orang nerima aku apa adanya, tapi aku sendiri ngerasa susah nerima kekuranganku. Apa yang bisa aku coba?;nerima sendiri ngerasa susah nerima kurang jujur udah keren nerima kurang emang gampang kecil kurang ngerasa terus belah positif kurang malu diam nyaman kurang sudut gampang nerima udah sayang diri sendiri;-1;0;0.7766635;TRUE;high
6604;Aku pengen berdamai sama diri sendiri, tapi nggak tahu caranya. Ada saran nggak?;damai diri sendiri tahu saran damai diri sendiri jalan bukan tuju buru buru sederhana diri sendiri cermin cinta diri terus tidur bangga cukup senyum luka lama jurnal percaya ngerasa ringan;-1;0;0.6811078;TRUE;medium
6607;Aku nggak bisa lepas dari pikiran tentang kegagalan masa lalu. Rasanya berat banget buat move on. Apa yang harus aku lakukan?;lepas gagal masa berat move laku gampang ingat diri sendiri nyambung kemarin syukur positif;-1;0;0.730358;TRUE;medium
